850346419164553218,@NikkisBubble Every bird turd is talking "Children of God" or Our bros. &amp; Sisters" to push evil policy Russia got f… https://t.co/JTezgp7FrU
850153748353646594,This was Obama's plan for Syria in 2013, he didn't go thru w/it b/c Congress neva gv him the ok #inners #maddow… https://t.co/75XKqqLY1c
847803697857953794,RT @gogglepossum: Don't you hate people that put salt on their bag of dicks before even trying them?
848960621127270400,Niggas don't lie, our ugly friend put up a pic we just gon write "nigga u ugly" under it
848960211155111936,Girls the best liars, they be hyping the shit out of their ugly friend under their pics on Instagram
849337999431274497,Don't sleep with me? Then don't speak with me. And never talk bad bout niggas that eat with me
848901053634547713,Grassley is a damn liar &amp; saying everything for the stupid #MAGA Supporters. Repubs #gaslight all gullible… https://t.co/6QyPPz5x8R
848900062172381185,Grassley states opponents of #Gorsuch have tried to find fault and couldn't. #SCOTUS overturned his IDEA ruling 8-0. That's 8 people who did
848958729513054208,Person telling me, it's me, the sugar in your Tea, are u actually fucking mad !!
848686686930382848,RT @ayevonnn: bruh i fucking hate people like this 😤 https://t.co/dceEXQhnhq
848999561066663939,unfollowing "bad bitches" on IG just to follow some jiggy ass Asians
849966683662032896,@theDoofmanDFS @theDoofmanDFS are u still rocking with that team btw nani is fucking sick i tried him
848683093322018817,So far 3-0 with this team. Should I use this as my actual squad? https://t.co/x6wv1deD34
849574897940606976,RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP
850380636300820480,RT @mattmfm: I'm really fucking sick of watching the Republican Party be rewarded for flagrantly degrading our democracy.
848652738267406337,Systems that don't allow you to change your email address... what the hell are you doing? Were you built by idiots?
848644610108919808,Needing to change your email on all your accounts exposes the poorly implemented ones from the horrifically shit ones! #ComeOnPeople
849797741312180224,Holy crap!! The biggest assclown of a mayor on @TuckerCarlson pulling race card!! Get his ass outta office!!! #draintheswamp
850720957941547008,I repeat... What the bloody hell is happening! 🙈👀 https://t.co/nWQlRJRIV3
850720662872350721,Goal - 6-1 to Norwich. Hoolahan again, from close range.
850071247673151488,im so fucking sick of seeing this damn tweet. https://t.co/MRMOy3mQXO
849107027527745536,RT @EiramAydni: Im a nasty ass freak when I like you..
847652946217009155,@JayFoee_ just another dumbass bronco fan swear I hate this fanbase dawg 😭
847652506372984835,@pelibruhh Lol slide this nigga brody lmaao
849464319288987650,RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP
848712276408512513,@StephMcMahon looking like the bad ass bitch that she is. #hotmama #Wrestlemania
847434833995350016,RT @chanbaekhurrah: in case u guys had a painful day like mine, here's chanyeol asking to hold baekhyun's hand bcs why the hell not 😄💕💕 htt…
847535899974004737,RT @genn_up: "Opened 5 min ago" is SO fuckin annoying. A dinny send messages for the ged of ma health a send them for a fuckin REPLY
848338236770582529,Dick Tracy Meets Gruesome - the 2017 re-boot #Riffotronic https://t.co/IMkbJxjysV
848337741813358592,fucks sake go away stupid anon — ^  https://t.co/8TQGyiKCVE
850131301713793024,can someone sum this up before i call this guy retarded https://t.co/yuQVEUcvia
848601639057575936,RT @BluntOfLoud: Reason Why These Bitches Secretly Hate Me🤣🤣🤣🤣🤣 https://t.co/ixJD7B4ZDz
847542736651767809,what idiot called them antacids and not afterburners
